term,category,color
"p < .01
- Percentage of Black residents for juveniles: b = 0.008",statistical,plum
"000 increase
- Ethnic heterogeneity by group: Non-natives = 1.20",statistical,plum
"716.1
- Odds ratio for less frequently visited activity nodes: 2",statistical,plum
"253.6
- Odds ratio for very frequently visited activity nodes: 7",statistical,plum
"and third-order neighborhoods
- Chi-square tests: χ 2 (3) = 9.53",statistical,plum
The authors chose residential neighborhoods as their spatial unit,other,lightcoral
to postal code areas and micro-scale places used in other studies,other,lightcoral
Street segments were mentioned as an alternative unit of analysis,other,lightcoral
which implies consideration of scale effects and aggregation bias,other,lightcoral
it might be advisable to use smaller units of spatial aggregation,other,lightcoral
Not mentioned (no specific city names are included in the study),geographic,yellow
Not mentioned (no specific city names are included in the paper),geographic,yellow
it uses 500 m grid cells as the basic spatial unit for analysis),methods,lightgreen
Police databases (crime records from ZG City police authorities),crime_related,orange
and economic information on postal code areas in the Netherlands,crime_related,orange
"p < .001
- Racial/ethnic heterogeneity for juveniles: b = 0.015",statistical,plum
"OR = 1.016 (native)
- Transportation hubs: OR = 1.052 (migrant)",statistical,plum
Wards: The authors considered using wards as an alternative unit,other,lightcoral
observational information) to understand co-offending processes.,other,lightcoral
but no specific measurement like area or dimension is provided),quantitative,lightblue
Multinomial Logit Model (also referred to as Conditional Logit),methods,lightgreen
which are the smallest units for which variables were available,methods,lightgreen
"p < .001
- Difference in concentrated disadvantage: b = -0.144",statistical,plum
Not mentioned (the paper does not provide specific effect sizes,statistical,plum
The authors chose neighborhood units as their spatial unit size,other,lightcoral
which is comparable to neighborhoods and used in other studies.,other,lightcoral
- Conflict and Politics in Northern Ireland web service (CAIN),crime_related,orange
"McFadden pseudo-R 2: 0.178
- Likelihood-ratio test: p < 0.001",statistical,plum
"p < .01
- Street network centrality (betweenness): OR = 1.161",statistical,plum
positive relationship (no specific coefficient value provided),statistical,plum
"p < .001
- Residence-to-crime distance for adults: b = -0.395",statistical,plum
"p < .001
- Racial/ethnic heterogeneity for adults: b = 0.0085",statistical,plum
"0.35 (Model 2)
- Repeat offending hypothesis: 12.72 (Model 1)",statistical,plum
"increase by 0.7% for every 10 m^2
- Intersections: OR = 0.473",statistical,plum
"845.3
- Statistically significant positive effects for first-",statistical,plum
which involves selecting a specific house to commit the crime.,other,lightcoral
Inability of Google Street View to capture isolated properties,other,lightcoral
but they do not explicitly address MAUP or ecological fallacy.,other,lightcoral
Statistical publication of the municipality of The Hague (DSO,crime_related,orange
Pseudo R-squared values for both models are greater than 0.25,statistical,plum
Wholesale markets: OR = 1.147 for migrant robbers (p < 0.001),statistical,plum
"hospitals)
11. Percent migrants
12. Percent low-rent houses",statistical,plum
and computational processing considerations. The size of SA2s,other,lightcoral
but no detailed discussion of spatial autocorrelation issues.,other,lightcoral
they used street segments as their spatial unit of analysis),methods,lightgreen
No (the researchers used communities as the unit of analysis,methods,lightgreen
Distance: OR = 0.325 and 0.326 for Non-Dis-residing burglars,statistical,plum
"p < .001
- Distance for juvenile group offenders: b = -0.44",statistical,plum
"OR = 1.018 (native)
- Sports stadiums: OR = 0.816 (migrant)",statistical,plum
"OR = 1.018 (native)
- Subway stations: OR = 1.038 (migrant)",statistical,plum
The study uses census blocks as the spatial unit of analysis,other,lightcoral
without aggregating data from smaller units to larger ones),methods,lightgreen
with 1971 communities being the spatial units for analysis.,methods,lightgreen
Commercial databases (crime generators data from Daodaotong,crime_related,orange
Pseudo R-squared: .32 for models with time-specific effects,statistical,plum
"p < .001
- Distance for juvenile solo offenders: b = -0.47",statistical,plum
or standardized coefficients for the independent variables),statistical,plum
"Natives = 1.10
- Proximity to home by group: Minors = 2.22",statistical,plum
""" indicating that these units pose computational challenges",other,lightcoral
but these are not explicitly discussed in relation to MAUP.,other,lightcoral
The authors discuss spatial autocorrelation and its control,other,lightcoral
referring readers to another study for further exploration.,other,lightcoral
The authors suggest using smaller spatial units of analysis,other,lightcoral
"""The study area in these analyses is the city of York (UK)",geographic,yellow
New Zealand Police National Intelligence Application (NIA),crime_related,orange
New Zealand Statistics Census and Business Demography data,crime_related,orange
"or mixed population
- Spatial spillover effects: Positive",statistical,plum
Future research should consider using finer spatial scales,other,lightcoral
and computational processing when selecting spatial units.,other,lightcoral
- Northern Ireland Statistics and Research Agency (NISRA),crime_related,orange
- LISA data (Landelijk Informatiesysteem Arbeidsplaatsen),crime_related,orange
Police information system of the The Hague Police Service,crime_related,orange
"Pseudo R²: 0.15
- Likelihood ratio test statistic: 8.714",statistical,plum
"p < .001
- Difference in residential stability: b = .164",statistical,plum
"p < .001
- Distance for adult group offenders: b = -0.37",statistical,plum
available in supplementary materials Tables S3.1 and S4.1,statistical,plum
making them suitable for studying crime location choices.,other,lightcoral
Limited availability of past addresses for some offenders,other,lightcoral
with 3860 burglaries committed in one of 2643 communities,other,lightcoral
which is another MAUP issue. To address these limitations,other,lightcoral
they suggest using more uniform areas in future research.,other,lightcoral
they used census blocks as the primary unit of analysis),methods,lightgreen
- Open Street Map data for underground station locations,crime_related,orange
Akaike Information Criterion (AIC) value for Model 2: 28,statistical,plum
"p < .001
- Distance for adult solo offenders: b = -0.40",statistical,plum
"increase by 3.4% for every 10 units
- Trees: OR = 0.990",statistical,plum
"decrease by 54.5%
- Regular street segments: OR = 0.556",statistical,plum
The authors chose communities as their spatial unit size,other,lightcoral
which are expected to be well known to regular visitors.,other,lightcoral
but no specific computational limitations were detailed.,other,lightcoral
indicating strong explanatory power and good model fit.,statistical,plum
"p < .001
- Difference in Black population: b = -0.0038",statistical,plum
"decrease by 1%
- Street network centrality: OR = 1.161",statistical,plum
or other traditional effect size measures are provided.,statistical,plum
The study was limited by the lack of data on apartments,other,lightcoral
which would require more complex models to account for.,other,lightcoral
Alternative units discussed: six-digit postal code area,other,lightcoral
Not specified (the study covers the entire Netherlands,quantitative,lightblue
Claritas (now part of marketing research firm Nielsen),crime_related,orange
UK Department for Transport data (number of car parks),crime_related,orange
National Commercial Robbery Registration System (LORS),crime_related,orange
"Model 2 = 17446.9
- Pseudo R-squared: Model 1 = 0.228",statistical,plum
Proximity to an offender's home: OR = 1.67 (The Hague),statistical,plum
which are defined by their residential characteristics,other,lightcoral
and are familiar to individuals who live or visit them,other,lightcoral
which might require adjusting spatial units or scales.,other,lightcoral
such as different age groups or incarcerated offenders,other,lightcoral
- U.K. Department of Education data for school counts,crime_related,orange
Police information system of The Hague Police Service,crime_related,orange
Likelihood ratio test for Model 1: LR chi2(8) = 57.71,statistical,plum
with the full model having a pseudo R-squared of .35.,statistical,plum
Residence-to-crime distance for juveniles: b = -0.452,statistical,plum
"p < .001
- Distance squared for juveniles: b = 0.026",statistical,plum
upper bound] as reported in Appendix Tables A1 and A2,statistical,plum
Odds ratio for train line presence: 2.08 (full model),statistical,plum
High fieldwork costs limit sample size to less than 1,other,lightcoral
with run times reduced to 5-18% of the original time.,other,lightcoral
"Crime data: 2012-2016
- Mobile phone data: May 12-18",other,lightcoral
they note that even street segments may be too coarse,other,lightcoral
statistical districts (referred to as neighborhoods),geographic,yellow
Office of National Statistics (ONS) (United Kingdom),crime_related,orange
Mobile phone mobility big data from China Unicom Inc,crime_related,orange
- Census-like statistics from Statistics Netherlands,crime_related,orange
nonsignificant negative effects outside these hours.,statistical,plum
"OR = 1.051 (adult)
- Schools: OR = 1.162 (juvenile)",statistical,plum
Alternative units discussed include streets segments,other,lightcoral
without aggregating smaller units into larger ones),methods,lightgreen
criminal incident reporting mainframe system (RAMS),crime_related,orange
- Valuation Office Agency floor space data for 2004,crime_related,orange
Online survey (Time-specific Activity Space survey),crime_related,orange
"p < .001
- Percentage of occupied units: b = 0.011",statistical,plum
"10.72 (Model 2)
- Significant facilities: churches",statistical,plum
Residence-to-crime distance: Juveniles (OR = 0.636),statistical,plum
The authors chose communities as their spatial unit,other,lightcoral
are internally homogeneous with a dominant function,other,lightcoral
which emphasizes spatial awareness and familiarity.,other,lightcoral
2 (Dutch police regions The Hague and North-Holland,other,lightcoral
and the online survey conducted by the researchers),other,lightcoral
indicating awareness of scale effects. Additionally,other,lightcoral
The authors suggest using smaller units of analysis,other,lightcoral
Total study area size: 142 * 2.96 km² = 420.32 km²,quantitative,lightblue
and Statistical Local Areas directly for analysis),methods,lightgreen
Municipal Agency for Urban Development (The Hague),crime_related,orange
New Zealand Census Unit 'Statistical Area 2' (SA2),crime_related,orange
LISA (Landelijk Informatiesysteem Arbeidsplaatsen),crime_related,orange
Census-like statistics from Statistics Netherlands,crime_related,orange
"p < .01
- Street segment surface size: OR = 1.007",statistical,plum
"p < .001
- Distance squared for adults: b = 0.027",statistical,plum
upper bound] as listed in Table A1 in the Appendix,statistical,plum
"1.138]
- Percent fence: Statistically significant",statistical,plum
"increase by 23.5%
- Residential units: OR = 1.034",statistical,plum
Number of people on the street: Odds ratio = 1.114,statistical,plum
more homogeneous unit compared to previous studies,other,lightcoral
first selecting an area and then a specific object,other,lightcoral
these units are relatively large and heterogeneous,other,lightcoral
these are not framed as computational constraints.,other,lightcoral
Alternative units considered but not used: streets,other,lightcoral
The authors discuss the selection of spatial units,other,lightcoral
although effects diminished for greater distances.,other,lightcoral
Multinomial Logit Model and Universal Logit Model,methods,lightgreen
NZ Statistics Census and Business Demography data,crime_related,orange
Statistics NZ Census and Business Demography data,crime_related,orange
Australian Bureau of Statistics (ABS) 2006 Census,crime_related,orange
Pseudo R-squared values ranging from 0.27 to 0.36,statistical,plum
"0.23 for Model 3
- P-value: 0.000 for all models",statistical,plum
but does not provide specific values in the text),statistical,plum
but mentioned as significantly reduced likelihood,statistical,plum
The study was limited to the city center of Ghent,other,lightcoral
Focus on breaking and entering crimes in Richmond,other,lightcoral
Alternative units discussed include census blocks,other,lightcoral
specifically using Statistical Area 2 (SA2) units,other,lightcoral
Florida between January 2000 and September 2012.,geographic,yellow
LISA dataset (commercial geo-referenced dataset),crime_related,orange
"p < .001
- Concentrated disadvantage: b = 0.215",statistical,plum
and inverse relationship with urbanization level,other,lightcoral
Data availability and administrative convenience,other,lightcoral
to make the estimation computationally feasible.,other,lightcoral
Consider using smaller spatial units of analysis,other,lightcoral
Pseudo R-squared values ranging from .30 to .35,statistical,plum
"p < .001
- Concentrated disadvantage: b = .169",statistical,plum
they are aligned with data collection practices,other,lightcoral
number of targets (households) within each area,other,lightcoral
The study is limited to data from a single city,other,lightcoral
such as 10 × 10 m grids or individual addresses,other,lightcoral
could improve the accuracy of spatial analysis.,other,lightcoral
UK Census Lower Level Super Output Area (LSOA),geographic,yellow
Not specified (the unit size is a single house,quantitative,lightblue
Multinomial Logit with Spatial Hierarchy Model,methods,lightgreen
Systematic observations of 262 street segments,crime_related,orange
divided by the total number of 4558 grid cells,statistical,plum
"p < .01
- Regular street segments: OR = 0.556",statistical,plum
Distance from offender's residence: e β = 0.70,statistical,plum
Number of people on the street: 95% CI: [1.090,statistical,plum
which are the smallest areas for census counts,other,lightcoral
providing a practical precedent. Theoretically,other,lightcoral
000 residents and an average size of 2.96 km^2,other,lightcoral
Data not specifically sampled for co-offending,other,lightcoral
""" their discussion aligns with these concepts.",other,lightcoral
McFadden pseudo R-squared: approximately 0.34,statistical,plum
"Model 2 = -8705.44
- AIC: Model 1 = 17598.87",statistical,plum
"p < .001
- Residential stability: b = -0.232",statistical,plum
"p < .001
- Residential stability: b = -0.325",statistical,plum
Odds ratios (OR) are reported as effect sizes,statistical,plum
984 postal code areas) and decision-makers (1,other,lightcoral
timestamped data from The Hague Police Force,geographic,yellow
Output Areas (referred to as Neighbourhoods),geographic,yellow
2.18 km² (average surface area of each ward),quantitative,lightblue
Police databases/crime records from Brisbane,crime_related,orange
McFadden's Pseudo R-squared: Model 2 = 0.301,statistical,plum
"increase by 10.1%
- Night shops: OR = 1.302",statistical,plum
their smaller size compared to other studies,other,lightcoral
are inversely related to urbanization levels,other,lightcoral
and physical coherence of postal code areas.,other,lightcoral
they do not explicitly address scale effects,other,lightcoral
or spatial autocorrelation issues in detail.,other,lightcoral
"such as Wikström's definition of a ""setting.",other,lightcoral
"United States - ""We use data from the Tampa",geographic,yellow
Police databases (crimes detected in Dorset,crime_related,orange
Statistics Netherlands digital publications,crime_related,orange
Activities and Neighborhoods (SPAN) project,crime_related,orange
Municipal Public Security Bureau of ZG city,crime_related,orange
- Population registration data system (GBA),crime_related,orange
Nationwide Citizen Information System (GBA),crime_related,orange
Root Likelihood (RLH) statistic: LCL = 4.48,statistical,plum
they are likely detailed in tables 3 and 4.,statistical,plum
95% CI: Not explicitly provided in the text,statistical,plum
"increase by 30.2%
- Nightclubs: OR = 1.084",statistical,plum
"increase by 8.4%
- Restaurants: OR = 1.058",statistical,plum
1 (Richmond City Records Management Center),other,lightcoral
U.K. census Lower Super Output Area (LSOA),geographic,yellow
approximately the size of a football field,quantitative,lightblue
201 wards * 2.18 km² per ward = 438.18 km²,quantitative,lightblue
Ordnance Survey MasterMap data (main roads,crime_related,orange
- Community survey from the Study of Peers,crime_related,orange
"p < .001
- Ethnic heterogeneity: b = .010",statistical,plum
potentially limiting detail and precision.,other,lightcoral
necessitating the use of cross-validation.,other,lightcoral
resulting in a matrix over 10 million rows,other,lightcoral
and for consistency with previous studies.,other,lightcoral
Mobile phone data collected on December 28,other,lightcoral
Use fine-grained spatial units of analysis,other,lightcoral
such as facility opening and closing hours,other,lightcoral
000 offenders involved in these robberies,geographic,yellow
but no specific city names are mentioned),geographic,yellow
ZG City Public Security Bureau crime data,crime_related,orange
Dutch Suspect Identification System (HKS),crime_related,orange
and children are not provided in the text,statistical,plum
OR = 0.377 for native robbers (p < 0.001),statistical,plum
have minimal physical travel restrictions,other,lightcoral
"United States - ""Using data on nearly 13",geographic,yellow
000 census blocks in the city of Chicago,geographic,yellow
but no specific city names are provided),geographic,yellow
Total area = 142 * 2.96 km² = 420.32 km²,quantitative,lightblue
but no specific total area is mentioned),quantitative,lightblue
Official municipality data registrations,crime_related,orange
UK Census data (Lower Super Output Areas,crime_related,orange
McFadden's ρ 2 = 0.29 (restricted model),statistical,plum
"p < .01
- Residential units: OR = 1.034",statistical,plum
Proximity to Home: The Hague (OR = 1.67),statistical,plum
Odds ratios are reported as effect sizes,statistical,plum
making it a relevant scale for analysis.,other,lightcoral
SA2s are justified as they offer smaller,other,lightcoral
with potential multicollinearity issues.,other,lightcoral
indicating an awareness of scale effects,other,lightcoral
such as census blocks or street segments,other,lightcoral
1971 * 1.62 = 3195.02 square kilometers,quantitative,lightblue
Street theft crime (including snatching,crime_related,orange
Community survey conducted in The Hague,crime_related,orange
Richmond City Records Management Center,crime_related,orange
Regional Crime Analysis Program (ReCAP),crime_related,orange
ZG City Public Security Bureau in China,crime_related,orange
Percentage of Black residents: b = .003,statistical,plum
Wholesale markets: OR = 1.147 (migrant),statistical,plum
"increase by 5.8%
- Schools: OR = 1.235",statistical,plum
Data availability and previous research,other,lightcoral
potentially missing outdoor activities.,other,lightcoral
No computational constraints mentioned.,other,lightcoral
which added complexity to the analysis.,other,lightcoral
2016 (excluding February 2015 and 2016),other,lightcoral
such as neighborhoods or municipalities,other,lightcoral
with no specific city names mentioned),geographic,yellow
Deep learning algorithms: Faster R-CNN,methods,lightgreen
National Bureau of Statistics of China,crime_related,orange
RITU electronic map navigation company,crime_related,orange
no specific coefficient value provided,statistical,plum
"p < .001
- Distance squared: b = .027",statistical,plum
"OR = 0.48
- Ease of escape: B = 0.477",statistical,plum
"054
- Non-residential burglaries: 10",quantitative,lightblue
"315
- Extra-familial sex offenses: 4",quantitative,lightblue
NVivo (for qualitative data analysis),methods,lightgreen
R or Stata (for statistical analysis),methods,lightgreen
- Ordnance Survey of Northern Ireland,crime_related,orange
Australian Bureau of Statistics (ABS),crime_related,orange
Moran's I statistic = non-significant,statistical,plum
but mentioned as included in Table 3.,statistical,plum
"OR = 1.61
- Accessibility: B = 0.380",statistical,plum
it aligns with the nature of burglary,other,lightcoral
are inversely related to urbanization,other,lightcoral
which might have its own limitations.,other,lightcoral
Limited to the greater The Hague area,other,lightcoral
2008-2009 (crime event data from 2009,other,lightcoral
such as different cities or countries,other,lightcoral
less than half a square mile (urban),quantitative,lightblue
953 residents per census block group,quantitative,lightblue
Drug offenses (illicit drug dealing),crime_related,orange
- The Irish Times newspaper archives,crime_related,orange
ZG City's Public Security Department,crime_related,orange
Greater Chennai Corporation database,crime_related,orange
indicating it provides the best fit.,statistical,plum
"p < .01
- Intersections: OR = 0.473",statistical,plum
"schools)
10. Crime generators (e.g.",statistical,plum
with an average length of 103 meters,other,lightcoral
such as 10 × 10 m grids or addresses,other,lightcoral
Include a broader range of offenders,other,lightcoral
communities (juweihui or cunweihui),geographic,yellow
Sampson and colleagues' survey data,crime_related,orange
ZG Municipal Public Security Bureau,crime_related,orange
Census data (sixth census of China),crime_related,orange
P = .95 for a comprehensive model).,statistical,plum
Log-distance effect: 0.36 (Model 1),statistical,plum
Odds ratio for any activity node: 5,statistical,plum
provides a suitable population base,other,lightcoral
which may not represent all crimes.,other,lightcoral
possibly smaller than neighborhoods,other,lightcoral
2000 (land use and population data),other,lightcoral
January 2000 through September 2012,other,lightcoral
2. Australian Bureau of Statistics),other,lightcoral
and spatial autocorrelation issues.,other,lightcoral
No MAUP discussion present. However,other,lightcoral
such as six-digit postal code areas,other,lightcoral
NZ Census Statistical Area 2 (SA2),geographic,yellow
680 m² (approximately 140 × 140 m),quantitative,lightblue
1.2 km² (median land area of SA2s),quantitative,lightblue
2.11 (4950 residents / 2350 units),quantitative,lightblue
theft (of an object) from a person,crime_related,orange
Google Maps and Google Street View,crime_related,orange
2010 Japanese national census data,crime_related,orange
Population registration data (BRP),crime_related,orange
- National database of demographic,crime_related,orange
Log-likelihood: Model 1 = -8788.43,statistical,plum
McFadden's ρ 2 = 0.27 (full model),statistical,plum
"p < .01
- Night shops: OR = 1.302",statistical,plum
"p < .01
- Restaurants: OR = 1.058",statistical,plum
specific coefficients not provided,statistical,plum
Log-distance effect: 95% CI: [0.34,statistical,plum
regardless of residential function,other,lightcoral
with a median land area of 1.2km^2,other,lightcoral
"Florida).
- Relies on arrest data",other,lightcoral
Limited to arrested offenders only,other,lightcoral
to better capture location choices,other,lightcoral
No sensitivity analysis performed.,other,lightcoral
"which covers approximately 270km""",geographic,yellow
more than 1200 crime observations,quantitative,lightblue
ArcGIS or QGIS (for GIS analysis),methods,lightgreen
residential breaking and entering,crime_related,orange
Japanese national police register,crime_related,orange
Citizen registration of The Hague,crime_related,orange
Street view images from Baidu Map,crime_related,orange
a mapping and navigation company),crime_related,orange
"p < .01
- Nightclubs: OR = 1.084",statistical,plum
Cybercafés: OR = 1.070 (juvenile),statistical,plum
such as intersections and bridges,other,lightcoral
designed for statistical purposes,other,lightcoral
with an average size of 1.62 km^2,other,lightcoral
with an average area of 1.62 km 2,other,lightcoral
difficulty in defining boundaries,other,lightcoral
which is related to MAUP. However,other,lightcoral
not spatial unit sizes or scales),other,lightcoral
Lower Super Output Areas (LSOAs),geographic,yellow
less than 2 square miles (rural),quantitative,lightblue
survival package (Therneau 2020),methods,lightgreen
BRP (Basis Registratie Personen),crime_related,orange
P = .94 for a parsimonious model,statistical,plum
McFadden's LRI: 0.26 for Model 1,statistical,plum
"p < .001
- Distance: b = -0.417",statistical,plum
no specific odds ratios provided,statistical,plum
design conducive to local travel,other,lightcoral
4952 residents per neighborhood,quantitative,lightblue
Interviews with 50 drug dealers,crime_related,orange
UK police force (West Midlands),crime_related,orange
Australian Bureau of Statistics,crime_related,orange
Chicago Police Department (CPD),crime_related,orange
and socioeconomic heterogeneity,statistical,plum
such as Bernasco et al. (2013).,other,lightcoral
such as spatial interdependence,other,lightcoral
as suggested by McFadden (1978),other,lightcoral
No alternative units discussed.,other,lightcoral
revealed preference data for 1,geographic,yellow
Statistical Local Areas (SLAs),geographic,yellow
"353
- Commercial robberies: 1",quantitative,lightblue
952 residents per neighborhood,quantitative,lightblue
R software package (Team 2004),methods,lightgreen
Claritas marketing information,crime_related,orange
number of registered vehicles),crime_related,orange
Police databases/crime records,crime_related,orange
Baidu Street View (BSV) images,crime_related,orange
"p < .01
- Schools: OR = 1.235",statistical,plum
exact odds ratio not specified,statistical,plum
such as plant pots and benches,statistical,plum
January 2000 to September 2012,other,lightcoral
such as block groups or blocks,other,lightcoral
"Netherlands - ""For this study",geographic,yellow
"United Kingdom - ""To this end",geographic,yellow
1971 * 1.62 km² = 3195.02 km²,quantitative,lightblue
theft from a shop/shoplifting,crime_related,orange
publicly available GIS layers,crime_related,orange
Pseudo R-squared value > 0.20,statistical,plum
"p < 0.01
- Trees: OR = 0.990",statistical,plum
Distance: e β = 0.73 (adults),statistical,plum
no specific OR value provided,statistical,plum
avoiding ecological fallacies,other,lightcoral
using proxy measures instead.,other,lightcoral
The sheer size of the dataset,other,lightcoral
January 2007 to December 2012,other,lightcoral
"2019
- Crime data: 2017-2018",other,lightcoral
Four-digit postal code areas,geographic,yellow
four-digit postal code areas,geographic,yellow
"977
- Personal robberies: 4",quantitative,lightblue
not a discrete choice model),methods,lightgreen
theft of a car/motor/bicycle,crime_related,orange
car or other (motor) vehicle,crime_related,orange
Police database of The Hague,crime_related,orange
Police records of burglaries,crime_related,orange
Police department of ZG city,crime_related,orange
but specific CI not provided,statistical,plum
further justify this choice.,other,lightcoral
Theory and previous research,other,lightcoral
Theory and data availability,other,lightcoral
2 (1. Brisbane crime records,other,lightcoral
Block groups and grid cells,geographic,yellow
103 meters (average length),quantitative,lightblue
042.36km² (median 1.962km²),quantitative,lightblue
1 km 2 (1 square kilometer),quantitative,lightblue
extra-familial sex offenses,crime_related,orange
extra-familial sex offences,crime_related,orange
theft from the person (TFP),crime_related,orange
socioeconomic heterogeneity,crime_related,orange
Birmingham (United Kingdom),crime_related,orange
McFadden's pseudo-R-squared,statistical,plum
Surveillability: B = -0.735,statistical,plum
which supports this choice.,other,lightcoral
765 LSOAs in Greater London,other,lightcoral
No MAUP discussion present.,other,lightcoral
different types of offenses,other,lightcoral
2.74 km-sq. (average size),quantitative,lightblue
999 (for weekly variation),quantitative,lightblue
1971 * 1.62 = 3195.02 km^2,quantitative,lightblue
Residential burglaries: 17,quantitative,lightblue
GIS (part of ReCAP system),methods,lightgreen
violent offences (assaults,crime_related,orange
and theft from the person),crime_related,orange
Thames Valley Police (TVP),crime_related,orange
State Crime Records Bureau,crime_related,orange
or likelihood ratio tests),statistical,plum
Administrative convenience,other,lightcoral
Statistical Area 2 (SA2s),geographic,yellow
999 (for daily variation),quantitative,lightblue
Spatial Competition Model,methods,lightgreen
Chicago Police Department,crime_related,orange
Queensland Police Service,crime_related,orange
Police department records,crime_related,orange
Police information system,crime_related,orange
Database with demographic,crime_related,orange
Western Australian Police,crime_related,orange
or chi-square statistics),statistical,plum
"391
- BIC for Model 2: 1",statistical,plum
Any activity node: OR = 5,statistical,plum
2013 (Land Registry data),other,lightcoral
1996 to 1998 (crime data),other,lightcoral
"2016
- Census data: 2010",other,lightcoral
January 2012 to June 2016,other,lightcoral
Statistical Area 2 (SA2),geographic,yellow
669 residents per suburb,quantitative,lightblue
Theft from vehicle (TFV),crime_related,orange
non-residential burglary,crime_related,orange
Real estate registration,crime_related,orange
and Brisbane (Australia),crime_related,orange
2011 Belgian Census data,crime_related,orange
Google location services,crime_related,orange
OR = 1.092 (young adult),statistical,plum
OR = 1.051 (young adult),statistical,plum
OR = 0.212 (young adult),statistical,plum
educational institutions,statistical,plum
personal care businesses,statistical,plum
OR = 1.101 (young adult),statistical,plum
reduces aggregation bias,other,lightcoral
04/01/2004 to 03/31/2014,other,lightcoral
April 2008 to March 2012,other,lightcoral
August 2010 to July 2017,other,lightcoral
Street view images: 2016,other,lightcoral
on the approximately 18,geographic,yellow
"Netherlands - ""In total",geographic,yellow
grid cells (200 × 200m),geographic,yellow
170 meters x 191 meters,quantitative,lightblue
57.85 square kilometers,quantitative,lightblue
58.85 square kilometers,quantitative,lightblue
860 records involving 7,quantitative,lightblue
Conditional Logit Model,methods,lightgreen
Multinomial logit model,methods,lightgreen
Conditional logit model,methods,lightgreen
property crimes (thefts,crime_related,orange
selling of stolen goods,crime_related,orange
theft of/from a bicycle,crime_related,orange
Haaglanden police force,crime_related,orange
Tampa Police Department,crime_related,orange
and invite local travel,other,lightcoral
such as the house level,other,lightcoral
such as street segments,other,lightcoral
unoccupied rental rooms,other,lightcoral
0.65 square kilometres,quantitative,lightblue
0.65 square kilometers,quantitative,lightblue
0.79 square kilometers,quantitative,lightblue
range: 0.84 to 2.2 km²,quantitative,lightblue
1.62 square kilometers,quantitative,lightblue
public disorder crimes,crime_related,orange
Belgian Federal Police,crime_related,orange
The Hague Police Force,crime_related,orange
Swing The Hague system,crime_related,orange
Chicago Public Schools,crime_related,orange
Point of interest data,crime_related,orange
Statistics Netherlands,crime_related,orange
Pseudo R-squared = .31,statistical,plum
.26 for baseline model,statistical,plum
Birmingham (OR = 1.90),statistical,plum
Birmingham (OR = 1.12),statistical,plum
Birmingham (OR = 1.76),statistical,plum
OR = 1.90 (Birmingham),statistical,plum
OR = 1.12 (Birmingham),statistical,plum
OR = 1.76 (Birmingham),statistical,plum
2006-2012 (crime data),other,lightcoral
household registration,other,lightcoral
Leidschendam-Voorburg,geographic,yellow
it uses neighborhoods,methods,lightgreen
public order offences,crime_related,orange
Theft from the person,crime_related,orange
Belgian Land Registry,crime_related,orange
Police arrest records,crime_related,orange
Census data from 2010,crime_related,orange
chi-square statistics,statistical,plum
Example: 95% CI: [.56,statistical,plum
spatial heterogeneity,other,lightcoral
and data availability,other,lightcoral
including census data,other,lightcoral
April 2009 - May 2010,other,lightcoral
Third quarter of 1997,other,lightcoral
and on the nearly 25,geographic,yellow
R (R Core Team 2013),methods,lightgreen
R with RSGHB package,methods,lightgreen
Residential burglary,crime_related,orange
residential burglary,crime_related,orange
Multiple crime types,crime_related,orange
Ordnance Survey (OS),crime_related,orange
Prob > chi2 = 0.1743,statistical,plum
McFadden's R-squared,statistical,plum
95% CI: [lower bound,statistical,plum
ethnic heterogeneity,statistical,plum
but similar pattern.,statistical,plum
such as income level,other,lightcoral
"""For these analyses",geographic,yellow
census block groups,geographic,yellow
more than 3000 km 2,quantitative,lightblue
000 in rural areas),quantitative,lightblue
Stata/MP version 11,methods,lightgreen
Stata/MP version 15,methods,lightgreen
theft from vehicles,crime_related,orange
weapons trafficking,crime_related,orange
ZG City census data,crime_related,orange
OASIS online survey,crime_related,orange
including footpaths,statistical,plum
or regular segment),statistical,plum
and detected crimes,other,lightcoral
or social networks.,other,lightcoral
Collect small-scale,other,lightcoral
census block group,geographic,yellow
600 square meters),quantitative,lightblue
124 street robbers,quantitative,lightblue
Super Output Areas,methods,lightgreen
commercial robbery,crime_related,orange
theft from vehicle,crime_related,orange
Commercial robbery,crime_related,orange
U.K. Land Registry,crime_related,orange
U.S. Census Bureau,crime_related,orange
New Zealand Police,crime_related,orange
OR = 1.075 (adult),statistical,plum
OR = 0.227 (adult),statistical,plum
spatial spill-over,other,lightcoral
memory constraints,other,lightcoral
Use larger samples,other,lightcoral
Small Areas (SAs),geographic,yellow
postal code areas,geographic,yellow
Postal code areas,geographic,yellow
140 m Â 140 m (19,quantitative,lightblue
0.14 square miles,quantitative,lightblue
Conditional Logit,methods,lightgreen
Mixed Logit Model,methods,lightgreen
Single crime type,crime_related,orange
schools/colleges),crime_related,orange
Australian census,crime_related,orange
Mobile phone data,crime_related,orange
Hispanic majority,statistical,plum
decrease by 44.4%,statistical,plum
previous research,other,lightcoral
Data availability,other,lightcoral
Previous research,other,lightcoral
1997 - October 31,other,lightcoral
the Netherlands.,geographic,yellow
Northern Ireland,geographic,yellow
500 m grid cells,geographic,yellow
1.2 km² (median),quantitative,lightblue
000 residents (1,quantitative,lightblue
Stata (StataCorp,methods,lightgreen
